id,planning_area_name,inhabitants,z_s1_percentage_unemployed,z_s2_percentage_long_term_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d2_percentage_long_term_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years
07020204,Schöneberger Insel,12184,-0.55216,,-0.24999,-0.49463,-1.29678,-0.43995,mittel,-0.92133
07030301,Friedenau,24833,-1.03333,,-0.81977,-0.98635,-2.83945,-0.96332,mittel,0.18832
07030302,Ceciliengärten,9439,-0.80177,,-0.66131,-0.75898,-2.22206,-0.75386,mittel,0.22982
07030303,Grazer Platz,12399,-0.03604,,0.1343,-0.02948,0.06878,0.02333,mittel,-1.15586
07040401,Neu-Tempelhof,18738,-0.14418,,0.02788,-0.17371,-0.29001,-0.09839,mittel,-0.23349
07040402,Lindenhofsiedlung,2368,0.2091,,0.18451,0.02067,0.41428,0.14055,mittel,-0.0399
07040403,Manteuffelstraße,24316,0.16603,,0.2003,0.28658,0.65291,0.22151,mittel,-0.54675
07040404,Marienhöhe,5196,-0.28643,,-0.09777,-0.10877,-0.49297,-0.16725,mittel,-2.19445
07040405,Rathaus Tempelhof,11060,0.54477,,0.48917,0.66785,1.70179,0.57735,mittel,-0.41
07040406,Germaniagarten,4094,1.77553,,1.90273,1.82216,5.50042,1.86608,sehr niedrig,-1.63949
07050501,Rathausstraße,16725,0.71488,,0.51177,0.70151,1.92816,0.65415,mittel,0.42643
07050502,Fritz-Werner-Straße,8119,0.5736,,0.30198,0.56386,1.43944,0.48835,mittel,-0.67464
07050503,Eisenacher Straße,9263,0.11702,,0.08991,0.22881,0.43574,0.14783,mittel,-0.8993
07050504,Imbrosweg,5652,0.29791,,0.25963,0.12201,0.67955,0.23055,mittel,-0.82941
07050505,Hundsteinweg,10673,-0.34254,,-0.24133,0.04315,-0.54072,-0.18345,mittel,0.20922
07050506,Birnhornweg,2287,-1.17779,,-0.93583,-0.74049,-2.85411,-0.96829,mittel,0.08949
07060601,Marienfelder Allee Nordwest,10199,0.88873,,1.08078,1.06488,3.03439,1.02945,niedrig,-1.02383
07060602,Kirchstraße,4703,-1.00931,,-0.89691,-0.92814,-2.83436,-0.96159,mittel,0.12854
07060603,Marienfelde Nordost,2861,0.03725,,0.31773,0.81875,1.17373,0.3982,mittel,-0.87161
07060604,Marienfelde Süd,14592,0.54207,,0.6927,0.7014,1.93617,0.65687,mittel,-1.37958
07070701,Kettinger Straße/Schillerstraße,10526,-0.61532,,-0.59044,-0.47322,-1.67898,-0.56961,mittel,0.37575
07070702,Alt-Lichtenrade/Töpchiner Weg,10931,-0.65822,,-0.39366,-0.41068,-1.46256,-0.49619,mittel,0.18626
07070703,John-Locke-Straße,7640,0.59327,,0.32733,0.35594,1.27654,0.43308,mittel,-1.22773
07070704,Nahariyastraße,8547,1.82565,,1.84066,1.8811,5.54741,1.88202,sehr niedrig,-0.78932
07070705,Franziusweg/Rohrbachstraße,7031,-1.07308,,-0.9147,-0.97028,-2.95806,-1.00356,hoch,0.21317
07070706,Horstwalder Straße/Paplitzer Straße,3936,-0.26846,,-0.34024,-0.12201,-0.73071,-0.2479,mittel,2.059
07070707,Wittelsbacherstraße,2976,-1.13603,,-0.77166,-0.36455,-2.27224,-0.77088,mittel,0.70426
08010115,Hasenheide,880,-0.31396,,-0.36777,-0.68638,-1.36811,-0.46415,mittel,-0.40452
08010116,Wissmannstraße,3697,1.87926,,1.40612,1.24182,4.5272,1.5359,sehr niedrig,0.17228
08010117,Schillerpromenade,16138,1.13896,,0.86961,0.86678,2.87535,0.9755,mittel,-0.01613
08010118,Silbersteinstraße,11891,1.89653,,1.92145,2.02932,5.8473,1.98376,sehr niedrig,-1.2683
08010211,Flughafenstraße,10029,1.0749,,1.03231,1.19079,3.298,1.11888,niedrig,-0.09033
08010212,Rollberg,7475,2.21865,,2.4756,1.77188,6.46613,2.19371,sehr niedrig,-0.21278
08010213,Körnerpark,12455,1.26668,,1.28231,1.42008,3.96907,1.34655,niedrig,-0.08163
08010214,Glasower Straße,8197,2.13065,,1.97895,1.91533,6.02493,2.04403,sehr niedrig,-0.54851
08010301,Reuterkiez,27732,0.36915,,0.46021,0.39881,1.22817,0.41667,mittel,-0.18267
08010302,Bouchéstraße,3696,0.95932,,0.99101,1.24709,3.19742,1.08476,niedrig,-1.06602
08010303,Donaustraße,8418,1.02842,,1.44986,1.69904,4.17732,1.4172,niedrig,-0.76836
08010404,Rixdorf,23741,1.10289,,1.12702,1.08872,3.31863,1.12588,niedrig,-0.55165
08010405,Hertzbergplatz,9049,0.82565,,0.73247,0.90126,2.45938,0.83437,mittel,-0.50086
08010406,Treptower Straße Nord,7143,2.49867,,2.53376,2.45793,7.49036,2.54119,sehr niedrig,-0.65096
08010407,Gewerbegebiet Ederstraße,799,1.40765,,0.31167,1.24526,2.96458,1.00577,niedrig,0.42447
08010508,Weiße Siedlung,5772,2.93068,,3.41932,2.3143,8.6643,2.93946,sehr niedrig,-1.843
08010509,Schulenburgpark,9459,4.04177,,3.80446,2.83665,10.68288,3.62429,sehr niedrig,-0.99295
08010510,Gewerbegebiet Köllnische Heide,480,2.67112,,1.52212,2.88735,7.08059,2.40217,sehr niedrig,3.35209
08020619,Buschkrugallee Nord,11646,1.70175,,1.546,1.19164,4.43939,1.50611,sehr niedrig,-1.40014
08020620,Tempelhofer Weg,9354,1.38549,,1.15228,1.31623,3.854,1.30751,niedrig,-0.22796
08020621,Mohriner Allee Nord,2346,-1.31016,,-1.15872,-1.08386,-3.55274,-1.20531,hoch,1.10116
08020622,Parchimer Allee,14211,0.25095,,0.14426,0.22683,0.62204,0.21103,mittel,0.22932
08020623,Ortolanweg,1281,0.60815,,0.57557,1.14492,2.32864,0.79002,mittel,0.29134
08020624,Britzer Garten,1410,-0.03561,,-0.40687,-0.87648,-1.31896,-0.44747,mittel,0.75963
08020625,Handwerker-Siedlung,3319,-0.15868,,-0.09222,-0.26791,-0.51881,-0.17601,mittel,-0.89968
08020726,Buckow West,8403,-0.37212,,-0.44763,-0.31069,-1.13044,-0.38351,mittel,0.54054
08020727,Buckow Mitte,12013,0.08503,,-0.06481,0.21331,0.23353,0.07923,mittel,0.85581
08020728,Buckow Ost,8851,0.77608,,0.9611,1.23992,2.9771,1.01001,niedrig,-0.86143
08030829,Gropiusstadt Nord,12437,1.5313,,1.574,1.70612,4.81142,1.63233,sehr niedrig,-0.45499
08030830,Gropiusstadt Süd,7415,0.74076,,0.55349,1.14273,2.43698,0.82677,mittel,-1.40002
08030831,Gropiusstadt Ost,17564,1.51725,,1.27216,1.18379,3.9732,1.34795,niedrig,-0.61782
08040932,Goldhähnchenweg,2868,1.69476,,0.7395,1.21114,3.6454,1.23674,niedrig,3.56106
08040933,Vogelviertel Süd,4157,-0.51068,,-0.32454,0.02846,-0.80676,-0.2737,mittel,0.30303
08040934,Vogelviertel Nord,2679,-0.27486,,-0.20041,-0.09843,-0.5737,-0.19463,mittel,-0.00566
08041035,Blumenviertel,8239,-0.68242,,-0.80653,-0.64132,-2.13027,-0.72272,mittel,0.82242
08041036,Zittauer Straße,6866,-0.85308,,-0.89952,-0.77776,-2.53036,-0.85845,mittel,1.13446
08041037,Alt-Rudow,9865,-0.07398,,-0.12663,0.21905,0.01844,0.00626,mittel,0.75266
08041038,Waßmannsdorfer Chaussee,7011,-0.92897,,-0.89155,-0.86566,-2.68618,-0.91132,mittel,0.5555
08041039,Frauenviertel,3870,-0.7161,,-0.33725,-0.38342,-1.43677,-0.48744,mittel,0.63889
08041040,Waltersdorfer Chaussee Ost,7930,-0.3462,,-0.37711,-0.21514,-0.93845,-0.31838,mittel,0.8652
09010101,Elsenstraße,12471,0.22526,,-0.16593,-0.44514,-0.38581,-0.13089,mittel,-0.10585
09010102,Am Treptower Park Nord,69,,,,,,,,
09010201,Am Treptower Park Süd,4341,-0.73307,,-0.74171,-0.9144,-2.38918,-0.81056,mittel,0.27528
09010202,Köpenicker Landstraße,6980,0.1517,,-0.17418,0.34279,0.32031,0.10867,mittel,-0.47355
09010301,Baumschulenstraße,15668,-0.14292,,-0.44252,-0.32549,-0.91093,-0.30904,mittel,-0.17311
09010302,Späthsfelde,2894,-1.30026,,-1.0958,-1.02178,-3.41784,-1.15954,hoch,0.62592
09010401,Johannisthal West,8503,-0.2882,,-0.59894,-0.27212,-1.15926,-0.39329,mittel,0.51769
09010402,Johannisthal Ost,11436,-0.4501,,-0.47536,-0.51953,-1.44499,-0.49023,mittel,0.38858
09020501,Oberschöneweide West,7398,1.29302,,0.82212,0.99318,3.10832,1.05453,niedrig,-1.18199
09020502,Oberschöneweide Ost,15732,0.68492,,0.39501,0.35162,1.43155,0.48567,mittel,-0.28018
09020601,Schnellerstraße,8970,0.3987,,0.41617,0.69607,1.51094,0.5126,mittel,0.53646
09020602,Oberspree,3587,0.00955,,-0.42349,-0.17292,-0.58686,-0.1991,mittel,1.02709
09020701,Adlershof West,2763,-1.2766,,-1.15557,-1.05205,-3.48422,-1.18206,hoch,0.87117
09020702,Adlershof Ost,16805,-0.00531,,-0.22715,-0.09854,-0.331,-0.1123,mittel,-0.16868
09020801,Spindlersfeld,2948,-0.20202,,-0.35474,-0.48824,-1.045,-0.35453,mittel,1.04044
09020802,Köllnische Vorstadt,7916,0.74609,,0.77079,0.91187,2.42875,0.82398,mittel,0.02314
09030901,Dorf Altglienicke,13213,-0.99656,,-1.00106,-0.95236,-2.94998,-1.00081,hoch,1.3138
09030902,Wohngebiet II,5665,1.46423,,1.38548,1.36382,4.21353,1.42949,niedrig,-0.85223
09030903,Kölner Viertel,8167,0.0171,,0.08638,0.00822,0.1117,0.0379,mittel,1.43284
09031001,Bohnsdorf,13117,-0.74744,,-0.79207,-0.72616,-2.26567,-0.76865,mittel,0.81087
09031101,Grünau,6530,-0.81934,,-0.84507,-0.82628,-2.49069,-0.84499,mittel,0.29197
09031201,Karolinenhof,1833,-1.56575,,-1.30524,-1.3322,-4.20319,-1.42598,hoch,0.65966
09031202,Schmöckwitz/Rauchfangswerder,2577,-1.3375,,-0.99596,-0.85272,-3.18618,-1.08095,hoch,0.55953
09041301,Kietzer Feld/Nachtheide,14701,-0.37429,,-0.60889,-0.45838,-1.44156,-0.48907,mittel,0.33339
09041302,Wendenschloß,1898,-1.49444,,-1.24451,-1.26635,-4.0053,-1.35884,hoch,0.34657
09041401,Allende I,4833,-0.52436,,-0.62817,-0.28885,-1.44138,-0.489,mittel,0.17696
09041402,Allende II,1558,-0.57749,,-0.68579,-0.53036,-1.79364,-0.60851,mittel,1.33717
09041501,Altstadt Kietz,7712,0.73091,,0.51476,0.39293,1.6386,0.55591,mittel,0.42064
09041601,Müggelheim,6755,-1.3295,,-1.19789,-1.15512,-3.68251,-1.24933,hoch,0.73768
09051701,Hirschgarten,4052,0.79482,,-0.55605,-0.64503,-0.40626,-0.13783,mittel,2.50937
09051702,Bölschestraße,15002,-0.92839,,-0.95875,-0.98259,-2.86973,-0.97359,mittel,0.56489
09051801,Rahnsdorf/Hessenwinkel,9477,-1.02874,,-1.07935,-1.11201,-3.2201,-1.09246,hoch,0.46893
09051901,Dammvorstadt,11304,-0.39509,,-0.62424,-0.73252,-1.75185,-0.59434,mittel,0.03663
09052001,Köpenick Nord,12900,-0.65406,,-0.85978,-0.86629,-2.38013,-0.80749,mittel,0.35186
10010101,Marzahn West,5752,0.94569,,1.41457,1.07759,3.43785,1.16633,niedrig,-0.28718
10010102,Havemannstraße,18455,0.87785,,1.30907,1.05087,3.23779,1.09846,niedrig,-2.03854
10010203,Gewerbegebiet Bitterfelder Straße,1330,,,,,,,,
10010204,Wuhletalstraße,10747,0.71709,,1.06559,0.97218,2.75486,0.93462,mittel,-0.90498
10010205,Marzahn Ost,8172,0.6805,,0.9519,1.00175,2.63415,0.89367,mittel,-1.09554
10010206,Ringkolonnaden,17600,0.36686,,0.56142,0.80073,1.72901,0.58659,mittel,-0.73676
10010207,Marzahner Promenade,10733,0.47943,,0.49839,0.65126,1.62908,0.55268,mittel,-0.61615
10010308,Marzahner Chaussee,2187,0.12581,,-0.64639,-0.91711,-1.43769,-0.48775,mittel,1.64651
10010309,Springpfuhl,14391,0.17551,,0.10831,0.32721,0.61103,0.2073,mittel,-0.34344
10010310,Alt-Marzahn,18199,0.05327,,0.02379,0.20227,0.27933,0.09477,mittel,-0.45524
10010311,Landsberger Tor,3695,-0.81825,,-0.55297,-0.51384,-1.88506,-0.63953,mittel,0.42846
10020412,Alte Hellersdorfer Straße,6835,1.69583,,2.13353,1.31604,5.1454,1.74564,sehr niedrig,-2.15974
10020413,Gut Hellersdorf,16114,0.67812,,1.00758,0.97131,2.65701,0.90142,mittel,-1.12721
10020414,Helle Mitte,1676,0.20084,,0.96545,0.82915,1.99544,0.67698,mittel,-0.61162
10020415,Hellersdorfer Promenade,5776,1.59319,,2.18349,1.83195,5.60863,1.90279,sehr niedrig,-3.12227
10020416,Böhlener Straße,5646,0.93346,,1.62493,1.27041,3.8288,1.29896,niedrig,-3.37479
10020517,Adele-Sandrock-Straße,9213,-0.37712,,-0.12727,0.01582,-0.48857,-0.16575,mittel,0.46405
10020518,Schleipfuhl,5314,1.03497,,1.03589,0.85775,2.92861,0.99356,mittel,0.26495
10020519,Boulevard Kastanienallee,6105,1.23001,,1.84419,1.29245,4.36665,1.48144,niedrig,-3.30517
10020620,Kaulsdorf Nord II,3367,0.13013,,0.3484,0.71133,1.18986,0.40367,mittel,-0.58361
10020621,Gelbes Viertel,6329,1.30701,,1.6592,1.22539,4.1916,1.42205,niedrig,1.07825
10020622,Kaulsdorf Nord I,8634,-0.32964,,-0.18898,0.02642,-0.4922,-0.16698,mittel,-0.4154
10020623,Rotes Viertel,6527,-0.09956,,-0.11319,-0.02194,-0.23469,-0.07962,mittel,-0.14358
10030724,Oberfeldstraße,7871,-1.46137,,-1.31814,-1.30869,-4.0882,-1.38697,hoch,0.92482
10030725,Buckower Ring,6311,0.00308,,-0.0348,-0.39162,-0.42334,-0.14362,mittel,-0.7394
10030726,Alt-Biesdorf,3497,-1.03806,,-0.89375,-0.81695,-2.74876,-0.93255,mittel,0.92916
10030727,Biesdorf Süd,9733,-1.48531,,-1.3317,-1.31785,-4.13486,-1.4028,hoch,0.95069
10040828,Kaulsdorf Nord,7805,-0.97525,,-0.91975,-0.84302,-2.73802,-0.9289,mittel,0.33712
10040829,Alt-Kaulsdorf,3923,-0.88762,,-0.86,-1.04225,-2.78987,-0.9465,mittel,1.62377
10040830,Kaulsdorf Süd,7646,-1.51619,,-1.27577,-1.30654,-4.0985,-1.39046,hoch,0.5563
10040931,Mahlsdorf Nord,9714,-1.3748,,-1.25879,-1.33776,-3.97135,-1.34733,hoch,0.80928
10040932,Alt-Mahlsdorf,4273,-1.14341,,-1.23137,-1.24089,-3.61567,-1.22666,hoch,0.83492
10040933,Mahlsdorf Süd,15169,-1.43222,,-1.27336,-1.27995,-3.98553,-1.35214,hoch,0.55943
11010101,Dorf Malchow,648,-0.88674,,-0.88691,-0.71009,-2.48374,-0.84264,mittel,-0.71516
11010102,Dorf Wartenberg,2594,-1.29771,,-1.24193,-1.24758,-3.78722,-1.28486,hoch,0.71743
11010103,Dorf Falkenberg,1541,-0.95794,,-0.7916,-0.73287,-2.48241,-0.84219,mittel,0.09848
11010204,Falkenberg Ost,8928,1.43215,,1.50462,1.28644,4.22321,1.43277,niedrig,-0.26143
11010205,Falkenberg West,6704,0.72939,,0.86208,0.8534,2.44487,0.82945,mittel,0.64802
11010206,Wartenberg Süd,6078,0.7149,,0.7499,0.919,2.3838,0.80873,mittel,0.70204
11010207,Wartenberg Nord,7459,0.78211,,0.89289,0.84423,2.51923,0.85468,mittel,0.14469
11010308,Zingster Straße Ost,11808,0.93124,,0.90602,1.04907,2.88633,0.97922,mittel,-0.27417
11010309,Zingster Straße West,9715,1.53469,,1.3609,1.47127,4.36686,1.48151,niedrig,0.00455
11010310,Mühlengrund,5754,0.17936,,-0.11043,-0.06828,0.000649999999999998,0.00022,mittel,0.02527
11020411,Malchower Weg,9461,0.23184,,0.23038,0.42048,0.8827,0.29947,mittel,0.5482
11020412,Hauptstraße,6827,0.269,,0.15199,0.16264,0.58363,0.198,mittel,0.20927
11020513,Orankesee,3964,-1.24359,,-1.02205,-1.05149,-3.31713,-1.12537,hoch,0.18402
11020514,Große-Leege-Straße,9628,0.38866,,0.23752,0.5115,1.13768,0.38597,mittel,1.37974
11020515,Landsberger Allee,14813,0.33539,,0.23005,0.45536,1.0208,0.34632,mittel,0.05096
11020516,Weiße Taube,4033,-1.25473,,-1.13906,-1.09949,-3.49328,-1.18513,hoch,0.9312
11030617,Hohenschönhausener Straße,6310,1.18245,,0.71619,1.42446,3.3231,1.1274,niedrig,-0.61277
11030618,Fennpfuhl West,16424,-0.05468,,-0.15996,0.27108,0.05644,0.01915,mittel,-0.00533
11030619,Fennpfuhl Ost,11012,0.69467,,0.33753,0.53998,1.57218,0.53338,mittel,0.12025
11030720,Herzbergstraße,5732,-0.52658,,-0.27886,0.17471,-0.63073,-0.21398,mittel,-0.30427
11030721,Rüdigerstraße,25075,-0.05162,,-0.19094,-0.2703,-0.51286,-0.17399,mittel,0.07994
11030824,Frankfurter Allee Süd,10084,0.15146,,0.29649,0.65662,1.10457,0.37474,mittel,0.05908
11040925,Victoriastadt,4214,-0.46689,,-0.54634,-0.83522,-1.84845,-0.62711,mittel,0.33197
11040926,Weitlingstraße,29258,0.19113,,-0.07196,-0.10754,0.01163,0.00395,mittel,-0.08582
11041022,Rosenfelder Ring,5507,0.96858,,0.34407,1.2077,2.52035,0.85506,mittel,-0.07719
11041023,Gensinger Straße,6692,0.76903,,0.43135,0.50057,1.70095,0.57707,mittel,-0.55328
11041027,Tierpark,3022,0.39299,,0.52683,0.62816,1.54798,0.52517,mittel,0.37941
11041128,Sewanstraße,25613,0.38156,,0.02077,0.58138,0.98371,0.33373,mittel,0.50091
11051229,Rummelsburg,4216,-0.52114,,-0.42425,-0.77537,-1.72076,-0.58379,mittel,1.9226
11051330,Karlshorst West,9821,-0.91265,,-0.77232,-0.8286,-2.51357,-0.85276,mittel,0.70121
11051331,Karlshorst Nord,10540,-0.85409,,-0.98847,-1.12906,-2.97162,-1.00816,hoch,1.01509
11051332,Karlshorst Süd,7018,-1.23898,,-1.18655,-1.27898,-3.70451,-1.2568,hoch,0.5502
12103115,Breitkopfbecken,7749,1.17613,,1.14102,1.26569,3.58284,1.21552,niedrig,-1.11882
12103116,Hausotterplatz,9871,0.97472,,1.32764,1.28333,3.58569,1.21649,niedrig,-0.535
12103117,Letteplatz,10930,1.08711,,1.34935,1.35146,3.78792,1.28509,niedrig,-0.95472
12103218,Teichstraße,13835,0.83057,,0.93672,1.11931,2.8866,0.97931,mittel,-0.63466
12103219,Schäfersee,8778,1.06965,,0.95836,1.39737,3.42538,1.1621,niedrig,-0.9942
12103220,Humboldtstraße,4633,0.08211,,0.11252,0.28455,0.47918,0.16257,mittel,-0.54226
12214125,Waldidyll/Flughafensee,7497,-0.4776,,-0.519,-0.24709,-1.24369,-0.42194,mittel,1.23489
12214126,Tegel Süd,8106,1.25388,,1.10529,0.89795,3.25712,1.10501,niedrig,-0.5105
12214421,Reinickes Hof,2747,0.98943,,0.846,1.13253,2.96796,1.00691,niedrig,-1.30454
12214422,Klixstraße,8224,1.99381,,2.16832,1.83088,5.99301,2.0332,sehr niedrig,-0.5322
12214423,Mellerbogen,5694,0.44217,,0.46814,0.6845,1.59481,0.54106,mittel,0.11827
12214424,Scharnweberstraße,10833,1.80275,,1.62,1.79803,5.22078,1.77121,sehr niedrig,-0.57363
12214527,Alt-Tegel,10911,-0.5432,,-0.53719,-0.34641,-1.4268,-0.48406,mittel,-0.07008
12214528,Tegeler Forst,256,,,,,,,,
12224229,Konradshöhe/Tegelort,6026,-1.24526,,-1.18586,-1.16588,-3.597,-1.22032,hoch,1.08112
12224230,Heiligensee,18072,-1.30801,,-1.0777,-1.12852,-3.51423,-1.19224,hoch,0.72034
12231101,Hermsdorf,16643,-1.18083,,-1.07731,-1.1244,-3.38254,-1.14757,hoch,0.72039
12231102,Frohnau,16828,-1.19712,,-1.18795,-1.18425,-3.56932,-1.21093,hoch,1.18584
12301203,Wittenau Süd,15084,0.29996,,0.13018,0.35981,0.78995,0.268,mittel,-0.3923
12301204,Wittenau Nord,6229,-0.77193,,-0.5418,-0.30323,-1.61696,-0.54857,mittel,0.74615
12301205,Waidmannslust,5005,-0.70554,,-0.84591,-0.92464,-2.47609,-0.84004,mittel,0.69326
12301206,Lübars,5185,-1.04497,,-1.12273,-1.20048,-3.36818,-1.14269,hoch,0.71043
12302107,Schorfheidestraße,3071,-0.71465,,-0.29685,0.00549,-1.00601,-0.3413,mittel,0.09661
12302108,Märkisches Zentrum,14578,1.5597,,1.84252,1.77781,5.18003,1.75738,sehr niedrig,-1.6366
12302109,Treuenbrietzener Straße,11691,1.83146,,2.6207,1.9145,6.36666,2.15996,sehr niedrig,-2.17605
12302110,Dannenwalder Weg,10574,1.73151,,2.2581,1.72863,5.71824,1.93998,sehr niedrig,-1.62254
12302211,Lübarser Straße,3339,0.00117,,-0.43631,-0.19474,-0.62988,-0.21369,mittel,0.78889
12302212,Rollbergesiedlung,5964,2.26331,,2.92813,2.2734,7.46484,2.53253,sehr niedrig,-0.3709
12304313,Borsigwalde,6735,0.15267,,-0.02228,0.29378,0.42417,0.1439,mittel,-0.22222
12304314,Ziekowstraße/Freie Scholle,9738,-0.54623,,-0.51278,-0.56965,-1.62866,-0.55254,mittel,0.37198
00000000,,,,,,,,,,
